episode,total_reward,steps,checkpoints,laps,epsilon
724,459.0,87,2,0,0.2335
725,459.0,87,2,0,0.2331
726,589.0,113,2,0,0.2326
727,1084.0,185,5,0,0.2321
728,601.5,109,3,0,0.2317
729,449.0,85,2,0,0.2312
730,489.5,92,2,0,0.2307
731,464.0,88,2,0,0.2303
732,549.0,105,2,0,0.2298
733,414.0,78,2,0,0.2294
734,449.5,84,2,0,0.2289
735,597.0,116,2,0,0.2284
736,444.0,84,2,0,0.2280
737,454.0,86,2,0,0.2275
738,429.0,81,2,0,0.2271
739,524.5,90,3,0,0.2266
740,139.0,32,1,0,0.2262
741,441.0,87,2,0,0.2257
742,451.5,88,2,0,0.2253
743,419.0,79,2,0,0.2248
744,504.0,96,2,0,0.2244
745,414.0,78,2,0,0.2239
746,548.0,98,3,0,0.2235
747,583.5,104,3,0,0.2230
748,1109.0,190,5,0,0.2226
749,434.0,82,2,0,0.2221
750,939.0,165,4,0,0.2217
751,954.5,167,4,0,0.2212
752,484.0,92,2,0,0.2208
753,511.5,191,3,0,0.2204
754,454.0,86,2,0,0.2199
755,3524.0,583,5,1,0.2195
756,909.0,159,4,1,0.2190
757,914.0,160,4,1,0.2186
758,1065.0,187,5,1,0.2182
759,1059.0,180,5,1,0.2177
760,1096.5,190,5,1,0.2173
761,1094.0,187,5,1,0.2169
762,1084.0,185,5,1,0.2164
763,464.5,87,2,1,0.2160
764,1139.0,196,5,1,0.2156
765,449.0,85,2,1,0.2151
766,464.0,88,2,1,0.2147
767,444.0,84,2,1,0.2143
768,1104.0,189,5,1,0.2138
769,548.0,98,3,1,0.2134
770,479.0,91,2,1,0.2130
771,489.5,92,2,1,0.2126
772,1124.0,193,5,1,0.2121
773,1109.5,189,5,1,0.2117
774,579.0,111,2,1,0.2113
775,1109.0,190,5,1,0.2109
776,569.5,99,3,1,0.2104
777,474.0,90,2,1,0.2100
778,244.0,53,1,1,0.2096
779,1094.0,187,5,1,0.2092
780,894.0,156,4,1,0.2088
781,2984.0,502,2,2,0.2083
782,454.0,86,2,2,0.2079
783,494.0,94,2,2,0.2075
784,411.5,80,2,2,0.2071
785,424.5,79,2,2,0.2067
786,639.0,114,3,2,0.2063
787,1125.0,191,5,2,0.2059
788,940.0,163,4,2,0.2054
789,884.5,153,4,2,0.2050
790,510.0,95,2,2,0.2046
791,429.0,81,2,2,0.2042
792,469.0,89,2,2,0.2038
793,1140.0,194,5,2,0.2034
794,415.0,76,2,2,0.2030
795,485.0,90,2,2,0.2026
796,1119.5,191,5,2,0.2022
797,499.5,94,2,2,0.2018
798,825.0,262,4,2,0.2014
799,1158.5,201,5,2,0.2010
800,1094.0,187,5,2,0.2006
801,498.5,96,2,2,0.2002
802,958.0,171,4,2,0.1998
803,464.0,88,2,2,0.1994
804,1109.5,189,5,2,0.1990
805,1094.5,186,5,2,0.1986
806,1124.5,192,5,2,0.1982
807,449.0,85,2,2,0.1978
808,479.0,91,2,2,0.1974
809,464.5,87,2,2,0.1970
810,449.0,85,2,2,0.1966
811,394.0,74,2,2,0.1962
812,384.0,72,2,2,0.1958
813,451.5,88,2,2,0.1954
814,954.0,168,4,2,0.1950
815,894.0,156,4,2,0.1946
816,139.0,32,1,2,0.1942
817,879.0,153,4,2,0.1939
818,959.0,169,4,2,0.1935
819,1083.0,187,5,2,0.1931
820,3254.0,538,4,3,0.1927
821,434.0,82,2,3,0.1923
822,489.0,93,2,3,0.1919
823,464.0,88,2,3,0.1915
824,1104.0,189,5,3,0.1912
825,1104.5,188,5,3,0.1908
826,1123.5,194,5,3,0.1904
827,884.0,154,4,3,0.1900
828,909.0,159,4,3,0.1896
829,1104.0,189,5,3,0.1893
830,1119.5,191,5,3,0.1889
831,574.0,101,3,3,0.1885
832,934.0,164,4,3,0.1881
833,959.0,169,4,3,0.1877
834,894.5,155,4,3,0.1874
835,1099.0,188,5,3,0.1870
836,464.0,88,2,3,0.1866
837,494.0,94,2,3,0.1862
838,584.0,103,3,3,0.1859
839,444.0,84,2,3,0.1855
840,384.0,72,2,3,0.1851
841,3429.0,564,5,4,0.1848
842,1094.0,187,5,4,0.1844
843,1419.0,243,6,4,0.1840
844,1159.0,200,5,4,0.1837
845,1048.0,189,4,4,0.1833
846,3339.5,554,4,5,0.1829
847,889.0,155,4,5,0.1826
848,1124.0,193,5,5,0.1822
849,1079.0,184,5,5,0.1818
850,539.0,94,3,5,0.1815
851,449.0,85,2,5,0.1811
852,449.0,85,2,5,0.1807
853,567.5,112,2,5,0.1804
854,1149.0,198,5,5,0.1800
855,1109.0,190,5,5,0.1797
856,1104.0,189,5,5,0.1793
857,869.5,150,4,5,0.1789
858,879.0,153,4,5,0.1786
859,461.5,90,2,5,0.1782
860,911.0,163,4,5,0.1779
861,99.0,59,1,5,0.1775
862,987.0,190,4,5,0.1772
863,1209.0,210,5,5,0.1768
864,1069.0,182,5,5,0.1764
865,494.0,94,2,5,0.1761
866,419.0,79,2,5,0.1757
867,934.0,164,4,5,0.1754
868,489.5,92,2,5,0.1750
869,1129.0,194,5,5,0.1747
870,454.0,86,2,5,0.1743
871,1119.5,191,5,5,0.1740
872,464.0,88,2,5,0.1736
873,284.0,61,1,5,0.1733
874,469.0,89,2,5,0.1729
875,919.0,161,4,5,0.1726
876,389.5,72,2,5,0.1723
877,579.0,111,2,5,0.1719
878,859.0,149,4,5,0.1716
879,425.0,171,2,5,0.1712
880,429.0,100,2,5,0.1709
881,487.5,98,2,5,0.1705
882,1182.0,237,5,5,0.1702
883,1234.5,214,5,5,0.1699
884,1324.0,224,6,5,0.1695
885,429.0,81,2,5,0.1692
886,369.0,69,2,5,0.1688
887,344.5,63,2,5,0.1685
888,1119.0,192,5,5,0.1682
889,869.0,151,4,5,0.1678
890,923.0,164,4,5,0.1675
891,1134.0,195,5,5,0.1672
892,1354.0,230,6,5,0.1668
893,903.0,160,4,5,0.1665
894,913.5,161,4,5,0.1662
895,919.0,161,4,5,0.1658
896,409.0,77,2,5,0.1655
897,489.0,93,2,5,0.1652
898,484.5,91,2,5,0.1648
899,359.0,67,2,5,0.1645
900,394.0,74,2,5,0.1642
901,1217.5,215,5,5,0.1638
902,1144.0,197,5,5,0.1635
903,1424.0,244,6,5,0.1632
904,949.0,167,4,5,0.1629
905,469.0,89,2,5,0.1625
906,419.0,79,2,5,0.1622
907,424.0,80,2,5,0.1619
908,1129.0,194,5,5,0.1616
909,918.5,162,4,5,0.1612
910,634.0,122,2,5,0.1609
911,1084.0,185,5,5,0.1606
912,1149.0,198,5,5,0.1603
913,1446.5,260,5,5,0.1600
914,939.0,165,4,5,0.1596
915,1159.0,200,5,5,0.1593
916,1121.5,195,5,5,0.1590
917,579.0,102,3,5,0.1587
918,179.0,40,1,5,0.1584
919,1113.5,192,5,5,0.1580
920,1134.0,195,5,5,0.1577
921,1129.5,193,5,5,0.1574
922,1114.5,195,5,5,0.1571
923,1124.0,193,5,5,0.1568
924,1134.0,195,5,5,0.1565
925,429.0,81,2,5,0.1562
926,494.0,94,2,5,0.1558
927,554.0,106,2,5,0.1555
928,1114.0,191,5,5,0.1552
929,1134.0,195,5,5,0.1549
930,1139.0,196,5,5,0.1546
931,1129.0,194,5,5,0.1543
932,1109.0,190,5,5,0.1540
933,154.0,35,1,5,0.1537
934,1174.0,203,5,5,0.1534
935,1079.0,193,4,5,0.1531
936,1343.0,230,6,5,0.1528
937,914.0,160,4,5,0.1525
938,544.5,103,2,5,0.1521
939,1349.0,229,6,5,0.1518
940,1384.0,236,6,5,0.1515
941,1239.0,216,5,5,0.1512
942,1109.0,190,5,5,0.1509
943,1099.0,188,5,5,0.1506
944,4456.5,736,9,6,0.1503
945,858.0,151,4,6,0.1500
946,889.0,155,4,6,0.1497
947,919.0,161,4,6,0.1494
948,934.0,164,4,6,0.1491
949,3609.5,599,5,7,0.1488
950,879.0,153,4,7,0.1485
951,494.0,94,2,7,0.1482
952,1324.0,224,6,7,0.1479
953,1323.5,225,6,7,0.1476
954,562.5,102,3,7,0.1474
955,444.0,84,2,7,0.1471
956,3403.0,570,4,8,0.1468
957,889.0,155,4,8,0.1465
958,3275.0,632,4,9,0.1462
959,894.0,156,4,9,0.1459
960,904.0,158,4,9,0.1456
961,1389.0,237,6,9,0.1453
962,399.0,75,2,9,0.1450
963,904.0,158,4,9,0.1447
964,419.0,79,2,9,0.1444
965,1308.5,222,6,9,0.1441
966,484.0,92,2,9,0.1439
967,1184.0,205,5,9,0.1436
968,1334.0,226,6,9,0.1433
969,884.0,154,4,9,0.1430
970,874.0,152,4,9,0.1427
971,1299.0,219,6,9,0.1424
972,488.0,95,2,9,0.1421
973,1343.0,230,6,9,0.1419
974,894.0,156,4,9,0.1416
975,529.0,101,2,9,0.1413
976,849.0,147,4,9,0.1410
977,374.5,69,2,9,0.1407
978,1168.0,204,5,9,0.1404
979,916.5,166,4,9,0.1402
980,913.0,162,4,9,0.1399
981,914.0,160,4,9,0.1396
982,231.5,53,1,9,0.1393
983,509.0,97,2,9,0.1390
984,469.0,89,2,9,0.1388
985,414.0,78,2,9,0.1385
986,1109.0,190,5,9,0.1382
987,1094.0,187,5,9,0.1379
988,1114.0,191,5,9,0.1377
989,1094.0,187,5,9,0.1374
990,1134.0,195,5,9,0.1371
991,1104.0,189,5,9,0.1368
992,914.0,160,4,9,0.1366
993,429.0,81,2,9,0.1363
994,1399.0,239,6,9,0.1360
995,1139.0,196,5,9,0.1357
996,1284.0,225,5,9,0.1355
997,1134.0,195,5,9,0.1352
998,1109.0,190,5,9,0.1349
999,874.0,152,4,9,0.1347
1000,429.0,81,2,9,0.1344
1001,1329.0,225,6,9,0.1341
1002,579.0,102,3,9,0.1339
1003,1089.0,186,5,9,0.1336
1004,1329.0,225,6,9,0.1333
1005,1304.5,219,6,9,0.1331
1006,469.0,89,2,9,0.1328
1007,1374.0,234,6,9,0.1325
1008,3674.0,604,6,10,0.1323
1009,844.0,146,4,10,0.1320
1010,389.0,73,2,10,0.1317
1011,1369.0,233,6,10,0.1315
1012,1249.0,218,5,10,0.1312
1013,554.0,97,3,10,0.1309
1014,899.0,157,4,10,0.1307
1015,503.0,98,2,10,0.1304
1016,1019.0,181,4,10,0.1302
1017,454.0,86,2,10,0.1299
1018,604.0,116,2,10,0.1296
1019,909.0,159,4,10,0.1294
1020,1189.0,206,5,10,0.1291
1021,3609.0,600,5,11,0.1289
1022,1104.5,188,5,11,0.1286
1023,1319.0,223,6,11,0.1283
1024,1374.0,234,6,11,0.1281
1025,694.0,134,2,11,0.1278
1026,3844.0,638,6,12,0.1276
1027,1324.0,224,6,12,0.1273
1028,3473.0,575,5,13,0.1271
1029,3694.0,608,6,14,0.1268
1030,1124.0,193,5,14,0.1266
1031,3294.0,546,4,15,0.1263
1032,1334.0,226,6,15,0.1260
1033,3569.0,592,5,16,0.1258
1034,1319.0,223,6,16,0.1255
1035,1334.0,226,6,16,0.1253
1036,889.0,155,4,16,0.1250
1037,1359.0,231,6,16,0.1248
1038,899.0,157,4,16,0.1245
1039,549.0,105,2,16,0.1243
1040,399.0,75,2,16,0.1240
1041,464.0,88,2,16,0.1238
1042,559.0,98,3,16,0.1236
1043,469.0,89,2,16,0.1233
1044,474.0,90,2,16,0.1231
1045,478.0,93,2,16,0.1228
1046,459.0,87,2,16,0.1226
1047,521.5,93,3,16,0.1223
1048,484.0,92,2,16,0.1221
1049,3644.0,598,6,17,0.1218
1050,439.0,83,2,17,0.1216
1051,2879.0,481,2,18,0.1213
1052,409.5,76,2,18,0.1211
1053,3909.0,651,6,19,0.1209
1054,3854.0,640,6,20,0.1206
1055,839.0,145,4,20,0.1204
1056,869.0,151,4,20,0.1201
1057,449.5,84,2,20,0.1199
1058,459.0,87,2,20,0.1197
1059,394.0,74,2,20,0.1194
1060,389.0,73,2,20,0.1192
1061,1319.0,223,6,20,0.1189
1062,914.0,160,4,20,0.1187
1063,374.0,70,2,20,0.1185
1064,429.0,81,2,20,0.1182
1065,534.0,93,3,20,0.1180
1066,479.0,91,2,20,0.1178
1067,459.0,87,2,20,0.1175
1068,409.0,77,2,20,0.1173
1069,399.0,75,2,20,0.1171
1070,864.0,150,4,20,0.1168
1071,384.0,72,2,20,0.1166
1072,1324.0,224,6,20,0.1163
1073,474.0,90,2,20,0.1161
1074,1329.0,243,4,20,0.1159
1075,479.0,91,2,20,0.1157
1076,325.0,183,2,20,0.1154
1077,664.0,128,2,20,0.1152
1078,1288.5,218,6,20,0.1150
1079,1394.0,238,6,20,0.1147
1080,3684.0,606,6,21,0.1145
1081,1384.0,236,6,21,0.1143
1082,3434.0,565,5,22,0.1140
1083,1054.0,179,5,22,0.1138
1084,1199.0,208,5,22,0.1136
1085,844.0,146,4,22,0.1134
1086,469.0,89,2,22,0.1131
1087,434.0,82,2,22,0.1129
1088,1129.0,203,4,22,0.1127
1089,434.0,82,2,22,0.1125
1090,379.0,71,2,22,0.1122
1091,389.0,73,2,22,0.1120
1092,1254.0,219,5,22,0.1118
1093,629.0,112,3,22,0.1116
1094,564.0,99,3,22,0.1113
1095,1114.0,191,5,22,0.1111
1096,684.0,132,2,22,0.1109
1097,1104.0,189,5,22,0.1107
1098,1094.0,187,5,22,0.1104
1099,1084.0,185,5,22,0.1102
1100,1069.0,182,5,22,0.1100
1101,1064.0,181,5,22,0.1098
1102,1079.0,184,5,22,0.1096
1103,1299.0,219,6,22,0.1093
1104,1289.0,217,6,22,0.1091
1105,1284.0,216,6,22,0.1089
1106,3434.0,565,5,23,0.1087
1107,1074.0,183,5,23,0.1085
1108,1094.0,187,5,23,0.1083
1109,1119.0,192,5,23,0.1080
1110,1094.0,187,5,23,0.1078
1111,1064.0,181,5,23,0.1076
1112,1069.0,182,5,23,0.1074
1113,1179.0,204,5,23,0.1072
1114,1044.0,177,5,23,0.1070
1115,1049.0,178,5,23,0.1068
1116,1099.0,188,5,23,0.1065
1117,874.0,152,4,23,0.1063
1118,1144.0,197,5,23,0.1061
1119,1144.0,197,5,23,0.1059
1120,3509.0,580,5,24,0.1057
1121,1064.0,190,4,24,0.1055
1122,219.0,48,1,24,0.1053
1123,504.0,96,2,24,0.1051
1124,1044.0,177,5,24,0.1048
1125,463.5,89,2,24,0.1046
1126,419.0,79,2,24,0.1044
1127,984.0,174,4,24,0.1042
1128,459.0,87,2,24,0.1040
1129,481.5,94,2,24,0.1038
1130,414.0,78,2,24,0.1036
1131,6044.0,997,5,26,0.1034
1132,1069.0,182,5,26,0.1032
1133,1114.0,191,5,26,0.1030
1134,1084.0,185,5,26,0.1028
1135,1114.0,191,5,26,0.1026
1136,1099.0,188,5,26,0.1024
1137,1104.0,189,5,26,0.1022
1138,1099.0,188,5,26,0.1019
1139,1084.0,185,5,26,0.1017
1140,1124.0,193,5,26,0.1015
1141,1119.0,192,5,26,0.1013
1142,1094.0,187,5,26,0.1011
1143,1099.0,188,5,26,0.1009
1144,1134.0,195,5,26,0.1007
1145,1124.0,193,5,26,0.1005
1146,1114.0,191,5,26,0.1003
1147,1109.0,190,5,26,0.1001
1148,1184.0,205,5,26,0.0999
1149,1124.0,193,5,26,0.0997
1150,1214.0,211,5,26,0.0995
1151,939.0,165,4,26,0.0993
1152,924.0,162,4,26,0.0991
1153,1099.0,197,4,26,0.0989
1154,1049.0,178,5,26,0.0987
1155,1109.0,190,5,26,0.0985
1156,904.0,158,4,26,0.0983
1157,1129.0,194,5,26,0.0981
1158,1109.0,190,5,26,0.0979
1159,1124.0,193,5,26,0.0978
1160,1108.5,191,5,26,0.0976
1161,569.0,100,3,26,0.0974
1162,1204.0,209,5,26,0.0972
1163,1209.0,210,5,26,0.0970
1164,1099.0,188,5,26,0.0968
1165,1084.0,185,5,26,0.0966
1166,1114.0,191,5,26,0.0964
1167,1044.0,177,5,26,0.0962
1168,939.0,165,4,26,0.0960
1169,1129.0,194,5,26,0.0958
1170,924.0,162,4,26,0.0956
1171,444.0,84,2,26,0.0954
1172,424.0,80,2,26,0.0952
1173,363.0,70,2,26,0.0950
1174,434.0,82,2,26,0.0949
1175,409.0,77,2,26,0.0947
1176,269.0,58,1,26,0.0945
1177,1168.5,203,5,26,0.0943
1178,1259.0,229,4,26,0.0941
1179,1154.0,199,5,26,0.0939
1180,3534.0,585,5,27,0.0937
1181,374.0,70,2,27,0.0935
1182,1164.0,201,5,27,0.0934
1183,1114.0,191,5,27,0.0932
1184,1119.0,192,5,27,0.0930
1185,1103.0,191,5,27,0.0928
1186,464.0,88,2,27,0.0926
1187,939.0,165,4,27,0.0924
1188,3539.0,586,5,28,0.0922
1189,1364.0,241,5,28,0.0921
1190,2164.0,365,9,28,0.0919
1191,1321.5,226,6,28,0.0917
1192,6164.0,1012,6,30,0.0915
1193,924.0,162,4,30,0.0913
1194,409.0,77,2,30,0.0911
1195,114.0,27,1,30,0.0910
1196,484.0,92,2,30,0.0908
1197,3644.5,597,6,31,0.0906
1198,474.0,90,2,31,0.0904
1199,1204.0,209,5,31,0.0902
1200,1309.0,221,6,31,0.0900
1201,1129.0,194,5,31,0.0899
1202,1314.0,222,6,31,0.0897
1203,404.0,76,2,31,0.0895
1204,1129.0,203,4,31,0.0893
1205,489.5,92,2,31,0.0892
1206,429.0,81,2,31,0.0890
1207,179.0,40,1,31,0.0888
1208,3224.0,532,4,32,0.0886
1209,1299.0,219,6,32,0.0884
1210,424.0,80,2,32,0.0883
1211,484.0,92,2,32,0.0881
1212,519.0,99,2,32,0.0879
1213,534.0,93,3,32,0.0877
1214,1329.0,225,6,32,0.0876
1215,504.0,96,2,32,0.0874
1216,3656.5,603,6,33,0.0872
1217,1344.0,228,6,33,0.0870
1218,419.0,79,2,33,0.0869
1219,909.0,159,4,33,0.0867
1220,4039.0,677,6,34,0.0865
1221,904.0,158,4,34,0.0863
1222,899.0,157,4,34,0.0862
1223,3714.0,612,6,35,0.0860
1224,3779.0,625,6,36,0.0858
1225,1124.0,193,5,36,0.0857
1226,3584.0,595,5,37,0.0855
1227,3754.0,620,6,38,0.0853
1228,1145.5,246,5,38,0.0851
1229,539.0,120,3,38,0.0850
1230,896.5,180,4,38,0.0848
1231,464.0,88,2,38,0.0846
1232,564.0,108,2,38,0.0845
1233,428.5,82,2,38,0.0843
1234,974.0,172,4,38,0.0841
1235,554.0,106,2,38,0.0840
1236,459.0,87,2,38,0.0838
1237,504.0,96,2,38,0.0836
1238,464.0,88,2,38,0.0835
1239,469.0,89,2,38,0.0833
1240,454.0,86,2,38,0.0831
1241,3809.5,648,4,39,0.0830
1242,904.0,158,4,39,0.0828
1243,434.0,82,2,39,0.0826
1244,499.0,95,2,39,0.0825
1245,3224.5,531,4,40,0.0823
1246,1024.5,181,4,40,0.0821
1247,469.0,89,2,40,0.0820
1248,464.0,88,2,40,0.0818
1249,474.0,90,2,40,0.0816
1250,444.0,84,2,40,0.0815
1251,434.0,82,2,40,0.0813
1252,939.0,165,4,40,0.0811
1253,989.0,175,4,40,0.0810
1254,909.0,159,4,40,0.0808
1255,599.0,106,3,40,0.0807
1256,889.0,155,4,40,0.0805
1257,1124.0,193,5,40,0.0803
1258,584.0,103,3,40,0.0802
1259,1364.0,232,6,40,0.0800
1260,1404.0,240,6,40,0.0799
1261,1429.0,245,6,40,0.0797
1262,1424.0,244,6,40,0.0795
1263,1164.0,201,5,40,0.0794
1264,10629.0,1743,4,44,0.0792
1265,3301.5,550,4,45,0.0791
1266,1164.0,201,5,45,0.0789
1267,2829.0,471,2,46,0.0787
1268,399.0,75,2,46,0.0786
1269,394.0,74,2,46,0.0784
1270,1164.0,201,5,46,0.0783
1271,3589.0,596,5,47,0.0781
1272,1374.0,234,6,47,0.0780
1273,3909.0,651,6,48,0.0778
1274,994.0,176,4,48,0.0776
1275,1134.0,195,5,48,0.0775
1276,1169.0,202,5,48,0.0773
1277,1429.0,245,6,48,0.0772
1278,1329.0,225,6,48,0.0770
1279,924.0,162,4,48,0.0769
1280,158.5,37,1,48,0.0767
1281,3739.0,617,6,49,0.0766
1282,1124.0,193,5,49,0.0764
1283,3729.0,624,5,50,0.0763
1284,3479.0,574,5,51,0.0761
1285,1104.0,189,5,51,0.0760
1286,1099.0,188,5,51,0.0758
1287,1099.0,188,5,51,0.0757
1288,1089.0,186,5,51,0.0755
1289,1096.5,190,5,51,0.0754
1290,1104.0,189,5,51,0.0752
1291,1099.0,188,5,51,0.0751
1292,1104.0,189,5,51,0.0749
1293,1089.0,186,5,51,0.0748
1294,1133.0,197,5,51,0.0746
1295,1199.0,208,5,51,0.0745
1296,914.0,160,4,51,0.0743
1297,1129.0,194,5,51,0.0742
1298,1314.0,231,5,51,0.0740
1299,884.0,154,4,51,0.0739
1300,424.0,80,2,51,0.0737
1301,449.0,85,2,51,0.0736
1302,1504.0,269,5,51,0.0734
1303,1144.0,197,5,51,0.0733
1304,1106.5,192,5,51,0.0731
1305,889.0,155,4,51,0.0730
1306,1124.0,193,5,51,0.0728
1307,1089.0,186,5,51,0.0727
1308,1116.5,194,5,51,0.0725
1309,3529.0,584,5,52,0.0724
1310,1124.0,193,5,52,0.0722
1311,4627.0,874,0,54,0.0721
1312,582.0,104,3,54,0.0720
1313,1394.0,238,6,54,0.0718
1314,959.0,169,4,54,0.0717
1315,954.0,168,4,54,0.0715
1316,3974.0,700,2,55,0.0714
1317,194.0,43,1,55,0.0712
1318,939.0,165,4,55,0.0711
1319,1194.0,207,5,55,0.0710
1320,1129.0,194,5,55,0.0708
1321,1083.5,186,5,55,0.0707
1322,909.0,159,4,55,0.0705
1323,1134.0,195,5,55,0.0704
1324,1084.0,185,5,55,0.0703
1325,1104.0,189,5,55,0.0701
1326,1128.0,196,5,55,0.0700
1327,5984.0,985,5,57,0.0698
1328,3849.0,639,6,58,0.0697
1329,414.0,78,2,58,0.0696
1330,1184.0,205,5,58,0.0694
1331,3744.0,618,6,59,0.0693
1332,6124.0,1004,6,61,0.0691
1333,10134.0,1662,2,65,0.0690
1334,464.0,88,2,65,0.0689
1335,451.5,88,2,65,0.0687
1336,1919.0,343,6,65,0.0686
1337,3774.0,624,6,66,0.0684
1338,154.0,35,1,66,0.0683
1339,3804.0,630,6,67,0.0682
1340,464.0,88,2,67,0.0680
1341,719.0,130,3,67,0.0679
1342,1329.0,225,6,67,0.0678
1343,3133.0,534,2,68,0.0676
1344,1329.0,225,6,68,0.0675
1345,1379.0,235,6,68,0.0674
1346,3773.5,625,6,69,0.0672
1347,1334.0,226,6,69,0.0671
1348,1539.0,267,6,69,0.0670
1349,3884.0,646,6,70,0.0668
1350,419.0,79,2,70,0.0667
1351,179.0,40,1,70,0.0666
1352,1324.0,224,6,70,0.0664
1353,409.0,77,2,70,0.0663
1354,429.0,81,2,70,0.0662
1355,524.0,100,2,70,0.0660
1356,12239.0,2000,0,75,0.0659
1357,5909.0,979,4,77,0.0658
1358,3774.0,624,6,78,0.0656
1359,929.0,163,4,78,0.0655
1360,884.0,154,4,78,0.0654
1361,399.0,75,2,78,0.0652
1362,1454.0,250,6,78,0.0651
1363,1314.5,221,6,78,0.0650
1364,1114.0,191,5,78,0.0648
1365,1329.0,225,6,78,0.0647
1366,1449.0,249,6,78,0.0646
1367,408.5,78,2,78,0.0645
1368,1129.0,194,5,78,0.0643
1369,3919.0,653,6,79,0.0642
1370,379.0,71,2,79,0.0641
1371,5906.5,972,5,81,0.0639
1372,474.0,90,2,81,0.0638
1373,459.0,87,2,81,0.0637
1374,399.0,75,2,81,0.0636
1375,479.0,91,2,81,0.0634
1376,504.5,95,2,81,0.0633
1377,8274.0,1353,5,84,0.0632
1378,6059.0,991,6,86,0.0631
1379,1119.0,192,5,86,0.0629
1380,3274.0,542,4,87,0.0628
1381,8154.0,1338,4,90,0.0627
1382,519.0,99,2,90,0.0626
1383,434.0,82,2,90,0.0624
1384,554.0,97,3,90,0.0623
1385,10664.0,1741,5,94,0.0622
1386,1239.0,216,5,94,0.0621
